,id,no_chars
35863,0810.4662,998
35864,0810.4190,133
35865,0810.0624,198
35866,0810.5244,539
35867,0810.0514,34552
35868,0810.0004,327
35869,0810.5316,460
35870,0810.2945,165
35871,0810.0168,2063
35872,0810.4608,21999
35873,0810.4504,102
35874,0810.5455,751
35875,0810.5248,344
35876,0810.3700,642
35877,0810.1624,429
35878,0810.1393,257
35879,0810.1409,561
35880,0810.1314,749
35881,0810.3993,153
35882,0810.0177,2053
35883,0810.0517,229
35884,0810.3476,427
35885,0810.0689,274
35886,0810.2815,201
35887,0810.2049,239
35888,0810.0678,270
35889,0810.1732,645
35890,0810.3328,262
35891,0810.0983,206
35892,0810.0889,318
35893,0810.1154,126
35894,0810.1084,461
35895,0810.3220,190
35896,0810.3482,303
35897,0810.2856,262
35898,0810.0183,111
35899,0810.3262,237
35900,0810.2432,161
35901,0810.0237,444
35902,0810.4516,384
35903,0810.1137,18627
35904,0810.1208,625
35905,0810.4630,1338
35906,0810.5332,522
35907,0810.4201,288
35908,0810.0513,876
35909,0810.4818,765
35910,0810.2779,275
35911,0810.0988,559
35912,0810.0326,398
35913,0810.0394,327
35914,0810.4073,612
35915,0810.4089,94
35916,0810.5096,221
35917,0810.4187,414
35918,0810.5717,458
35919,0810.3998,295
35920,0810.2999,367
35921,0810.2092,453
35922,0810.1581,153
35923,0810.3357,176
35924,0810.5233,222
35925,0810.1567,321
35926,0810.0077,967
35927,0810.3797,406
35928,0810.5023,122
35929,0810.2202,1123
35930,0810.3147,201
35931,0810.0364,344
35932,0810.3159,309
35933,0810.2523,660
35934,0810.0954,309
35935,0810.3119,254
35936,0810.2170,242
35937,0810.1024,1535
35938,0810.1069,432
35939,0810.4026,507
35940,0810.0486,96
35941,0810.4301,433
35942,0810.5568,464
35943,0810.1949,563
35944,0810.5553,174
35945,0810.1670,403
35946,0810.3894,591
35947,0810.0969,789
35948,0810.0739,419
35949,0810.0287,527
35950,0810.2203,322
35951,0810.5523,752
35952,0810.4029,715
35953,0810.3136,315
35954,0810.4171,200
35955,0810.1688,140
35956,0810.3420,1390
35957,0810.5667,443
35958,0810.4934,146
35959,0810.1842,416
35960,0810.0059,306
35961,0810.2834,82
35962,0810.3590,196
35963,0810.5591,14645
35964,0810.5003,212
35965,0810.1184,248
35966,0810.2344,245
35967,0810.3865,444
35968,0810.4104,317
35969,0810.2403,604
35970,0810.2422,221
35971,0810.3091,253
35972,0810.4940,292
35973,0810.2541,361
35974,0810.0660,326
35975,0810.5260,454
35976,0810.1981,108
35977,0810.3227,287
35978,0810.3869,178
35979,0810.4257,367
35980,0810.3021,129
35981,0810.1695,362
35982,0810.1691,136
35983,0810.3836,95
35984,0810.1032,286
35985,0810.4573,366
35986,0810.5059,480
35987,0810.3072,153
35988,0810.0439,302
35989,0810.4240,161
35990,0810.2129,282
35991,0810.1090,1670
35992,0810.1183,4191
35993,0810.0642,291
35994,0810.2670,325
35995,0810.2555,357
35996,0810.1267,222
35997,0810.4057,387
35998,0810.5175,140
35999,0810.1401,147
36000,0810.5087,635
36001,0810.1780,516
36002,0810.1429,536
36003,0810.0473,495
36004,0810.2569,124
36005,0810.1016,304
36006,0810.1547,256
36007,0810.4993,128
36008,0810.4166,203
36009,0810.5570,167
36010,0810.0585,314
36011,0810.5037,406
36012,0810.2614,263
36013,0810.0594,310
36014,0810.0275,149
36015,0810.4263,133
36016,0810.4054,155
36017,0810.1887,594
36018,0810.4687,170
36019,0810.4736,699
36020,0810.3773,190
36021,0810.5433,251
36022,0810.1014,341
36023,0810.4076,202
36024,0810.4460,620
36025,0810.4167,408
36026,0810.4473,508
36027,0810.5451,513
36028,0810.5659,555
36029,0810.2501,245
36030,0810.1071,2771
36031,0810.5466,584
36032,0810.3223,140
36033,0810.5640,190
36034,0810.1645,468
36035,0810.2920,265
36036,0810.4046,56
36037,0810.0289,694
36038,0810.5630,686
36039,0810.1918,485
36040,0810.1823,264
36041,0810.4853,261
36042,0810.5755,584
36043,0810.5151,317
36044,0810.2930,355
36045,0810.5631,316
36046,0810.2027,199
36047,0810.0706,1092
36048,0810.5166,184
36049,0810.1575,174
36050,0810.4664,367
36051,0810.2286,163
36052,0810.3511,199
36053,0810.3296,278
36054,0810.1811,390
36055,0810.1309,388
36056,0810.4596,400
36057,0810.1590,278
36058,0810.0299,515
36059,0810.5187,3501
36060,0810.4011,551
36061,0810.0311,115
36062,0810.2508,42
36063,0810.2390,313
36064,0810.4650,335
36065,0810.2253,184236
36066,0810.1628,451
36067,0810.5290,554
36068,0810.0829,329
36069,0810.3785,339
36070,0810.1552,292
36071,0810.0703,312
36072,0810.2131,155
36073,0810.2282,394
36074,0810.0760,483
36075,0810.3332,362
36076,0810.3872,436
36077,0810.4404,197
36078,0810.4957,288
36079,0810.2103,206
36080,0810.2369,139
36081,0810.0281,869
36082,0810.4256,258
36083,0810.2434,485
36084,0810.0781,395
36085,0810.5471,190
36086,0810.0644,114
36087,0810.3090,87
36088,0810.1960,333
36089,0810.5530,613
36090,0810.0434,231
36091,0810.2804,330
36092,0810.0378,591
36093,0810.0049,544
36094,0810.5068,317
36095,0810.4237,166
36096,0810.0057,348
36097,0810.2095,425
36098,0810.1140,490
36099,0810.0445,379
36100,0810.0334,6209
36101,0810.5704,352
36102,0810.4383,196
36103,0810.5649,625
36104,0810.2891,136
36105,0810.1882,449
36106,0810.0474,1101
36107,0810.5607,1021
36108,0810.4375,237
36109,0810.0692,251
36110,0810.4535,166
36111,0810.0835,772
36112,0810.3027,113
36113,0810.1774,155
36114,0810.1259,321
36115,0810.2836,258
36116,0810.5582,280
36117,0810.1928,258
36118,0810.1253,173
36119,0810.5118,607
36120,0810.3917,454
36121,0810.2118,504
36122,0810.0119,270
36123,0810.5164,287
36124,0810.4102,341
36125,0810.0731,162
36126,0810.1260,175
36127,0810.0423,392
36128,0810.5340,149
36129,0810.2309,515
36130,0810.0435,145
36131,0810.0864,559
36132,0810.2852,421
36133,0810.1958,295
36134,0810.0021,386
36135,0810.1070,134
36136,0810.5695,251
36137,0810.2781,120
36138,0810.4469,314
36139,0810.4858,267
36140,0810.4462,405
36141,0810.2077,298
36142,0810.1481,255
36143,0810.1198,614
36144,0810.1287,184
36145,0810.3427,330
36146,0810.0264,234
36147,0810.3484,562
36148,0810.5498,746
36149,0810.3702,175
36150,0810.1120,171
36151,0810.4772,76635
36152,0810.0709,134
36153,0810.2710,424
36154,0810.0051,333
36155,0810.0811,178
36156,0810.1023,331
36157,0810.3164,111
36158,0810.1817,98
36159,0810.0417,686
36160,0810.2693,707
36161,0810.1489,745
36162,0810.1188,208
36163,0810.4951,794
36164,0810.4948,249
36165,0810.1062,13404
36166,0810.5147,123
36167,0810.0547,617
36168,0810.2826,511
36169,0810.5353,162
36170,0810.3725,451
36171,0810.4749,99
36172,0810.5178,286
36173,0810.1211,393
36174,0810.2249,1212
36175,0810.2854,316
36176,0810.2293,254
36177,0810.1535,347
36178,0810.3518,258
36179,0810.1148,153
36180,0810.0803,334
36181,0810.5603,266
36182,0810.1106,277
36183,0810.1974,305
36184,0810.0296,259
36185,0810.0979,175
36186,0810.1149,517
36187,0810.2062,265
36188,0810.0972,144
36189,0810.3616,260
36190,0810.0581,78
36191,0810.4502,113
36192,0810.0874,311
36193,0810.1199,443
36194,0810.3388,275
36195,0810.1490,556
36196,0810.2646,229
36197,0810.4072,207
36198,0810.5190,183
36199,0810.1124,225
36200,0810.5170,152
36201,0810.4070,119
36202,0810.2745,273
36203,0810.5614,119
36204,0810.5323,782
36205,0810.4571,84
36206,0810.5599,272
36207,0810.1202,183
36208,0810.5179,88
36209,0810.2272,444
36210,0810.4848,480
36211,0810.4134,280
36212,0810.3293,169
36213,0810.5321,125
36214,0810.1141,555
36215,0810.3114,556
36216,0810.2686,379
36217,0810.2531,387
36218,0810.4429,158
36219,0810.1238,142
36220,0810.2534,546
36221,0810.0670,482
36222,0810.4323,604
36223,0810.2867,401
36224,0810.4888,622
36225,0810.4572,168
36226,0810.0011,726
36227,0810.1901,449
36228,0810.3762,834
36229,0810.0597,377
36230,0810.3267,353
36231,0810.0916,414
36232,0810.2682,445
36233,0810.1658,769
36234,0810.0633,132
36235,0810.4975,321
36236,0810.3637,790
36237,0810.1416,323
36238,0810.2303,473
36239,0810.4971,350
36240,0810.4169,628
36241,0810.2746,330
36242,0810.4032,832
36243,0810.5314,319
36244,0810.0017,351
36245,0810.3680,190
36246,0810.1649,460
36247,0810.0710,351
36248,0810.4400,383
36249,0810.3804,299
36250,0810.3792,252
36251,0810.2178,319
36252,0810.5101,289
36253,0810.4945,280
36254,0810.3851,340
36255,0810.2607,104
36256,0810.0652,864
36257,0810.1467,192
36258,0810.2659,186
36259,0810.0881,123
36260,0810.2031,937
36261,0810.3505,357
36262,0810.0549,1508
36263,0810.3363,1119
36264,0810.1098,553
36265,0810.3277,181
36266,0810.3137,381
36267,0810.1136,669
36268,0810.0157,472
36269,0810.3626,317
36270,0810.4115,240
36271,0810.1659,368
36272,0810.1102,237
36273,0810.5099,4506
36274,0810.4220,346
36275,0810.2700,884
36276,0810.3874,447
36277,0810.4781,405
36278,0810.1591,653
36279,0810.2639,346
36280,0810.4218,103
36281,0810.0034,196
36282,0810.5240,145
36283,0810.3945,201
36284,0810.4761,396
36285,0810.3855,142
36286,0810.0515,255
36287,0810.2820,318
36288,0810.0737,144
36289,0810.4714,182
36290,0810.1324,293
36291,0810.5374,349
36292,0810.2739,146
36293,0810.0868,113
36294,0810.4935,127
36295,0810.1119,206
36296,0810.0714,360
36297,0810.5392,239
36298,0810.1244,171
36299,0810.1442,198
36300,0810.1706,366
36301,0810.5001,456
36302,0810.0166,163
36303,0810.3741,218
36304,0810.2386,366
36305,0810.4950,174
36306,0810.0135,228
36307,0810.3403,197
36308,0810.4595,372
36309,0810.3497,494
36310,0810.3180,737
36311,0810.2158,157
36312,0810.0408,661
36313,0810.2087,237
36314,0810.5747,590
36315,0810.4120,233
36316,0810.2326,174
36317,0810.1604,250
36318,0810.2606,291
36319,0810.2893,499
36320,0810.4902,190
36321,0810.0298,391
36322,0810.3037,331
36323,0810.1997,158
36324,0810.4631,163
36325,0810.1018,334
36326,0810.2172,1011
36327,0810.4042,1533
36328,0810.2134,68
36329,0810.5445,610
36330,0810.1411,530
36331,0810.4947,367
36332,0810.0685,657
36333,0810.0015,638
36334,0810.0226,235
36335,0810.3303,576
36336,0810.5597,239
36337,0810.0333,423
36338,0810.1282,191
36339,0810.4044,336
36340,0810.1007,139
36341,0810.2547,1524
36342,0810.3613,198
36343,0810.0813,1075
36344,0810.0250,201
36345,0810.0476,500
36346,0810.4611,211
36347,0810.0054,104
36348,0810.0906,143
36349,0810.4382,333
36350,0810.0882,321
36351,0810.1082,497
36352,0810.5595,158
36353,0810.0150,546
36354,0810.3140,296
36355,0810.0008,461
36356,0810.2774,457
36357,0810.1709,242
36358,0810.1939,202
36359,0810.0151,133
36360,0810.1003,421
36361,0810.0156,302
36362,0810.3052,506
36363,0810.4391,387
36364,0810.4058,616
36365,0810.3948,292
36366,0810.2061,239
36367,0810.5475,216
36368,0810.2548,400
36369,0810.1685,706
36370,0810.0429,334
36371,0810.3691,506
36372,0810.1307,320
36373,0810.0750,318
36374,0810.0780,172
36375,0810.4308,365
36376,0810.4097,335
36377,0810.0284,267
36378,0810.2288,233
36379,0810.5043,121
36380,0810.3493,362
36381,0810.5207,197
36382,0810.0224,191
36383,0810.4182,635
36384,0810.3661,329
36385,0810.2337,278
36386,0810.1297,597
36387,0810.4619,1149
36388,0810.0876,225
36389,0810.2010,314
36390,0810.4243,197
36391,0810.1428,249
36392,0810.2429,243
36393,0810.3063,191
36394,0810.1483,81
36395,0810.3605,380
36396,0810.3204,1432
36397,0810.5495,224
36398,0810.2000,252
36399,0810.4398,265
36400,0810.3878,2883
36401,0810.3926,129
36402,0810.2428,186
36403,0810.4458,490
36404,0810.1888,242
36405,0810.3936,160
36406,0810.0909,284
36407,0810.1633,285
36408,0810.3300,293
36409,0810.2308,203
36410,0810.4998,222
36411,0810.0713,494
36412,0810.0776,365
36413,0810.0187,101
36414,0810.4565,309
36415,0810.5657,326
36416,0810.1305,143
36417,0810.5619,266
36418,0810.2440,372
36419,0810.0654,159
36420,0810.3162,193
36421,0810.2271,117
36422,0810.3960,385
36423,0810.3895,137
36424,0810.3905,208
36425,0810.4548,162
36426,0810.3273,114
36427,0810.0843,293
36428,0810.2314,804
36429,0810.1229,443
36430,0810.3909,295
36431,0810.2688,348
36432,0810.0038,94
36433,0810.2721,115
36434,0810.4525,86797
36435,0810.1420,15064
36436,0810.2068,146
36437,0810.2205,138
36438,0810.1431,187
36439,0810.5345,353
36440,0810.0149,145
36441,0810.2782,746
36442,0810.2463,117
36443,0810.4434,271
36444,0810.5211,455
36445,0810.1445,229
36446,0810.5725,193
36447,0810.3311,429
36448,0810.0918,508
36449,0901.3251,296
36450,0901.4229,470
36451,0901.4783,414
36452,0901.0886,247
36453,0901.3185,582
36454,0901.1003,144
36455,0901.1848,307
36456,0901.3884,434
36457,0901.0992,206
36458,0901.0567,679
36459,0901.1826,368
36460,0901.2546,228
36461,0901.1670,244
36462,0901.2408,124
36463,0901.1325,1614
36464,0901.3842,272
36465,0901.2058,345
36466,0901.0854,152
36467,0901.0913,532
36468,0901.1146,7
36469,0901.3622,276
36470,0901.1600,490
36471,0901.0764,101
36472,0901.3780,391
36473,0901.2027,828
36474,0901.0633,193
36475,0901.0734,169
36476,0901.1927,437
36477,0901.3074,703
36478,0901.1622,194
36479,0901.2489,295
36480,0901.2314,136
36481,0901.2565,137
36482,0901.0623,454
36483,0901.2486,533
36484,0901.4019,187
36485,0901.4605,117
36486,0901.1071,313
36487,0901.0548,406
36488,0901.4480,168
36489,0901.4350,247
36490,0901.0591,443
36491,0901.3845,923
36492,0901.4383,133
36493,0901.2950,439
36494,0901.0528,244
36495,0901.1285,1747
36496,0901.3092,47
36497,0901.2881,312
36498,0901.3127,26307
36499,0901.2450,151
36500,0901.3514,425
36501,0901.1909,122
36502,0901.4661,437
36503,0901.1663,435
36504,0901.1973,971
36505,0901.1174,130
36506,0901.3033,205
36507,0901.0427,887
36508,0901.0549,169892
36509,0901.3249,170
36510,0901.1079,21364
36511,0901.3473,833
36512,0901.0429,218
36513,0901.0737,353
36514,0901.3697,105
36515,0901.2028,551
36516,0901.2786,689
36517,0901.4173,222
36518,0901.2873,191
36519,0901.0190,158
36520,0901.2518,293
36521,0901.4607,548
36522,0901.0588,126
36523,0901.0760,253
36524,0901.3778,362
36525,0901.1512,143
36526,0901.3203,413
36527,0901.4723,172
36528,0901.4040,280
36529,0901.2347,624
36530,0901.3419,160
36531,0901.3008,170
36532,0901.2958,387
36533,0901.2166,132
36534,0901.1143,325
36535,0901.0953,416
36536,0901.2479,223
36537,0901.0988,427
36538,0901.0724,110
36539,0901.0374,168
36540,0901.3687,591
36541,0901.2279,99
36542,0901.2148,427
36543,0901.1983,509
36544,0901.0761,178
36545,0901.0016,76514
36546,0901.0111,1961
36547,0901.4114,1011
36548,0901.4083,529
36549,0901.0660,283
36550,0901.4328,230
36551,0901.0259,545
36552,0901.4559,720
36553,0901.4707,116
36554,0901.0221,210
36555,0901.0306,575
36556,0901.0266,288
36557,0901.1073,191
36558,0901.2885,175
36559,0901.1181,130
36560,0901.2696,108
36561,0901.0692,450
36562,0901.2179,438
36563,0901.1789,352
36564,0901.2143,396
36565,0901.2380,253
36566,0901.0837,258
36567,0901.3905,355
36568,0901.3006,293
36569,0901.1214,579
36570,0901.3852,96
36571,0901.0507,134
36572,0901.3644,528
36573,0901.3535,28892
36574,0901.2382,395
36575,0901.2927,312
36576,0901.0943,3434
36577,0901.4416,300
36578,0901.0029,192
36579,0901.2043,310
36580,0901.3914,252
36581,0901.1113,289
36582,0901.2299,535
36583,0901.2112,462
36584,0901.2754,342
36585,0901.4302,329
36586,0901.4526,73
36587,0901.3772,217
36588,0901.0974,963
36589,0901.1719,499
36590,0901.0085,393
36591,0901.0975,352
36592,0901.1941,847
36593,0901.2048,397
36594,0901.4493,146
36595,0901.0185,422
36596,0901.2575,281
36597,0901.1270,238
36598,0901.2215,441
36599,0901.4432,355
36600,0901.3720,290
36601,0901.4787,1388
36602,0901.2930,344
36603,0901.2769,320
36604,0901.2183,429
36605,0901.2566,333
36606,0901.3912,129
36607,0901.0824,488
36608,0901.1804,697
36609,0901.3802,379
36610,0901.4317,471
36611,0901.2611,89
36612,0901.1959,520
36613,0901.2003,456
36614,0901.0373,219
36615,0901.1040,185
36616,0901.3174,244
36617,0901.4347,545
36618,0901.2865,324
36619,0901.4009,106
36620,0901.3271,20430
36621,0901.4871,288
36622,0901.4287,256
36623,0901.4968,163
36624,0901.0389,134
36625,0901.1074,549
36626,0901.4492,866
36627,0901.1097,252
36628,0901.2613,341
36629,0901.1851,658
36630,0901.3027,446
36631,0901.0002,407
36632,0901.0226,497
36633,0901.4116,325
36634,0901.3893,247
36635,0901.2234,249
36636,0901.0013,200
36637,0901.2753,311
36638,0901.1930,232
36639,0901.0872,1294
36640,0901.3489,583
36641,0901.2659,297
36642,0901.0290,314
36643,0901.2963,192
36644,0901.4087,397
36645,0901.3331,670
36646,0901.1261,391
36647,0901.4423,157
36648,0901.0910,347
36649,0901.3864,134
36650,0901.2817,255
36651,0901.4643,171
36652,0901.4690,180
36653,0901.3319,660
36654,0901.1729,157
36655,0901.2071,383
36656,0901.0295,161
36657,0901.4447,127
36658,0901.3615,171
36659,0901.0962,320
36660,0901.2371,177
36661,0901.4013,322
36662,0901.3147,403
36663,0901.4593,495
36664,0901.3266,223
36665,0901.1943,824
36666,0901.0261,115
36667,0901.4611,370
36668,0901.1824,347
36669,0901.1537,877
36670,0901.4024,174
36671,0901.1085,507
36672,0901.4476,237
36673,0901.4676,199
36674,0901.2666,557
36675,0901.3463,222
36676,0901.0808,581
36677,0901.4023,166
36678,0901.3404,159
36679,0901.4864,559
36680,0901.2136,248
36681,0901.4533,490
36682,0901.2907,493
36683,0901.0119,162
36684,0901.1656,424
36685,0901.0317,608
36686,0901.0216,178
36687,0901.3742,123
36688,0901.0897,262
36689,0901.3240,505
36690,0901.4545,513
36691,0901.0007,662
36692,0901.4523,722
36693,0901.0673,409
36694,0901.1253,253
36695,0901.0546,261
36696,0901.3725,143
36697,0901.2041,480
36698,0901.2492,270
36699,0901.3144,434
36700,0901.3063,237
36701,0901.0462,333
36702,0901.0455,358
36703,0901.4293,180
36704,0901.2886,391
36705,0901.1865,4236
36706,0901.2282,718
36707,0901.0697,619
36708,0901.4517,342
36709,0901.4073,493
36710,0901.3067,360
36711,0901.4761,576
36712,0901.4179,208
36713,0901.0303,240
36714,0901.2514,138
36715,0901.2919,267
36716,0901.1393,350
36717,0901.0081,280
36718,0901.3900,305
36719,0901.2622,422
36720,0901.2740,558
36721,0901.4920,361
36722,0901.0821,320
36723,0901.1945,615
36724,0901.4624,275
36725,0901.3362,278
36726,0901.0183,297
36727,0901.0823,404
36728,0901.0347,399
36729,0901.0075,148
36730,0901.3091,762
36731,0901.4251,486
36732,0901.3039,404
36733,0901.2745,199
36734,0901.2079,213
36735,0901.0400,162
36736,0901.0195,148
36737,0901.0776,351
36738,0901.0434,242
36739,0901.0565,442
36740,0901.0343,624
36741,0901.2261,117
36742,0901.0240,117
36743,0901.0655,396
36744,0901.1840,101
36745,0901.2206,1470
36746,0901.0608,431
36747,0901.1448,437
36748,0901.0946,267
36749,0901.0225,302
36750,0901.0920,600
36751,0901.2578,375
36752,0901.3994,551
36753,0901.4386,137
36754,0901.0502,482
36755,0901.1160,230
36756,0901.0482,412
36757,0901.2165,349
36758,0901.3640,0
36759,0901.0981,479
36760,0901.3976,621
36761,0901.0443,130
36762,0901.3217,236
36763,0901.3398,225
36764,0901.1974,423
36765,0901.4737,689
36766,0901.0449,304
36767,0901.1189,378
36768,0901.0252,151
36769,0901.3797,124
36770,0901.1611,626
36771,0901.2062,218
36772,0901.2107,134
36773,0901.2679,137
36774,0901.4608,329
36775,0901.2115,352
36776,0901.0926,311
36777,0901.3373,545
36778,0901.0490,174
36779,0901.4449,435
36780,0901.1570,715
36781,0901.3766,201
36782,0901.2603,399
36783,0901.1091,433
36784,0901.2877,129
36785,0901.4612,215
36786,0901.3422,405
36787,0901.4095,635
36788,0901.4974,342
36789,0901.3601,400
36790,0901.1155,134
36791,0901.1297,440
36792,0901.1055,469
36793,0901.0339,191
36794,0901.1588,533
36795,0901.3025,196
36796,0901.0771,319
36797,0901.4425,333
36798,0901.1099,285
36799,0901.4970,1397
36800,0901.0615,239
36801,0901.2036,513
36802,0901.2725,683
36803,0901.2011,495
36804,0901.1408,286
36805,0901.2484,342
36806,0901.1954,207
36807,0901.1081,678
36808,0901.1874,147
36809,0901.1869,222
36810,0901.4596,417
36811,0901.3330,265
36812,0901.2528,433
36813,0901.2123,711
36814,0901.3600,118
36815,0901.3761,291
36816,0901.1364,147
36817,0901.1610,2130
36818,0901.2733,239
36819,0901.1545,532
36820,0901.0287,264
36821,0901.4375,408
36822,0901.3314,120
36823,0901.3740,1440
36824,0901.4152,114
36825,0901.1925,596
36826,0901.2458,380
36827,0901.0249,187
36828,0901.0436,282
36829,0901.1686,325
36830,0901.0874,138
36831,0901.4885,484
36832,0901.3919,314
36833,0901.2573,396
36834,0901.3578,467
36835,0901.0088,312
36836,0901.3142,323
36837,0901.4105,263
36838,0901.0612,374
36839,0901.2677,168
36840,0901.1705,140
36841,0901.2682,384
36842,0901.2778,185
36843,0901.2957,586
36844,0901.3283,345
36845,0901.1613,562
36846,0901.4243,369
36847,0901.1322,156
36848,0901.0246,164
36849,0901.2866,128
36850,0901.2463,705
36851,0901.2552,170
36852,0901.0972,223
36853,0901.4591,298
36854,0901.3013,209
36855,0901.0084,104
36856,0901.1237,293
36857,0901.4112,526
36858,0901.0787,948
36859,0901.4615,268
36860,0901.2242,246
36861,0901.2308,167
36862,0901.3001,199
36863,0901.0257,589
36864,0901.1337,300
36865,0901.0960,490
36866,0901.1853,427
36867,0901.1403,195
36868,0901.0407,132
36869,0901.0008,695
36870,0901.4298,195
36871,0901.1092,295
36872,0901.1547,373
36873,0901.0519,501
36874,0901.2499,850
36875,0901.1331,1013
36876,0901.1915,378
36877,0901.2435,192
36878,0901.1675,302
36879,0901.1102,172
36880,0901.3582,585
36881,0901.2768,268
36882,0901.2558,440
36883,0901.2304,241
36884,0901.0663,284
36885,0901.3496,538
36886,0901.1987,570
36887,0901.1814,214
36888,0901.0321,267
36889,0901.0394,379
36890,0901.1571,307
36891,0901.3745,185
36892,0901.3580,288
36893,0901.1582,390
36894,0901.1148,385
36895,0901.4004,375
36896,0901.1813,279
36897,0901.2363,274
36898,0901.3548,129
36899,0901.1379,99
36900,0901.2730,399
36901,0901.1225,3411
36902,0901.0690,175
36903,0901.3915,292
36904,0901.4626,278
36905,0901.2814,324
36906,0901.3305,201
36907,0901.3400,255
36908,0901.4797,192
36909,0901.4346,264
36910,0901.0077,462
36911,0901.3055,330
36912,0901.4121,629
36913,0901.1671,249
36914,0901.4448,241
36915,0901.2823,190
36916,0901.1500,452
36917,0901.0281,580
36918,0901.4127,151
36919,0901.0653,468
36920,0901.2322,206
36921,0901.3192,162
36922,0901.4940,314
36923,0901.3316,197
36924,0901.2096,380
36925,0901.3410,315
36926,0901.2007,784
36927,0901.4140,240
36928,0901.0235,288
36929,0901.1049,233
36930,0901.1618,312
36931,0901.4231,612
36932,0901.2013,567
36933,0901.1843,406
36934,0901.3783,520
36935,0901.3977,187
36936,0901.0909,285
36937,0901.0977,282
36938,0901.0613,462
36939,0901.2931,184
36940,0901.0435,150
36941,0901.1721,443
36942,0901.1863,515
36943,0901.3655,298
36944,0901.1524,227
36945,0901.4811,155
36946,0901.2491,598
36947,0901.2141,317
36948,0901.4478,164
36949,0901.0403,690
36950,0901.1469,256
36951,0901.2813,257
36952,0901.1589,833
36953,0901.3907,714
36954,0901.1262,706
36955,0901.1660,409
36956,0901.1654,532
36957,0901.3759,209
36958,0901.0710,473
36959,0901.0256,142
36960,0901.4464,642
36961,0901.3619,264
36962,0901.3281,292
36963,0901.2481,230
36964,0901.1455,154
36965,0901.0745,304
36966,0901.3849,151
36967,0901.1308,448
36968,0901.3199,464
36969,0901.3841,165
36970,0901.2689,285
36971,0901.1626,236
36972,0901.3149,224
36973,0901.0833,408
36974,0901.1371,13893
36975,0901.3585,673
36976,0901.1876,589
36977,0901.4134,228
36978,0901.1355,423
36979,0901.1875,100
36980,0901.4193,249
36981,0901.1635,378
36982,0901.2268,728
36983,0901.0536,177
36984,0901.2767,359
36985,0901.4396,361
36986,0901.4344,813
36987,0901.2944,282
36988,0901.4241,270
36989,0901.3861,353
36990,0901.1418,410
36991,0901.2965,337
36992,0901.0242,123
36993,0901.2370,241
36994,0901.0138,286
36995,0901.4514,594
36996,0901.3415,139
36997,0901.0202,193
36998,0901.3680,509
36999,0901.2442,78371
37000,0901.0345,167
37001,0901.2593,127
37002,0901.2848,218
37003,0901.0925,187
37004,0901.1056,524
37005,0901.2045,426
37006,0901.0440,464
37007,0901.0641,416
37008,0901.1123,82
37009,0901.0838,209
37010,0901.4636,625
37011,0901.1651,129
37012,0901.3002,354
37013,0901.2912,354
37014,0901.3828,412
37015,0901.4644,145
37016,0901.1411,207
37017,0901.4540,481
37018,0901.4042,314
37019,0901.4623,231
37020,0901.0350,134
37021,0901.1154,66
37022,0901.2903,285
37023,0901.1152,200
37024,0901.1609,693
37025,0901.2324,357
37026,0901.1196,122
37027,0901.2710,162
37028,0901.1194,129
37029,0901.1517,274
37030,0901.3787,158
37031,0901.2934,136
37032,0901.1872,426
37033,0901.2731,194
37034,0901.1680,364
37035,0901.1145,350
37036,0901.0165,297
37037,0901.2415,243
37038,0901.1033,267
37039,0901.2194,133
37040,0901.2453,150
37041,0901.2119,799
37042,0901.0563,295
37043,0901.4440,302
37044,0901.3685,358
37045,0901.0492,330
37046,0901.3167,84
37047,0901.2726,521
37048,0901.1330,110
37049,0901.3708,14084
37050,0901.0014,477
37051,0901.3350,263
37052,0901.0036,321
37053,0901.1052,223
37054,0901.4174,369
37055,0901.4061,279
37056,0901.0685,323
37057,0901.4628,385
37058,0901.0189,502
37059,0901.3853,1104
37060,0901.0296,158
37061,0901.3280,300
37062,0901.0755,321
37063,0901.4549,501
37064,0901.2456,408
37065,0901.1632,113
37066,0901.1116,317
37067,0901.0884,270
37068,0901.4739,233
37069,0901.1666,661
37070,0901.1712,476
37071,0901.0715,360
37072,0901.3978,191
37073,0901.4113,723
37074,0901.3276,411
37075,0901.3357,1163
37076,0901.1817,350
37077,0901.4705,1479
37078,0901.0091,215
37079,0901.0738,756
37080,0901.2614,265
37081,0901.1616,188
37082,0901.2987,315
37083,0901.1880,761
37084,0901.3301,184
37085,0901.4486,208
37086,0901.4059,295
37087,0901.1307,383
37088,0901.3897,276
37089,0901.2832,428
37090,0901.2416,281
37091,0901.2563,94
37092,0901.3782,317
37093,0901.4146,228
37094,0901.0599,216
37095,0901.0142,285
37096,0901.3501,158
37097,0901.3318,451
37098,0901.0895,314
37099,0901.1901,542
37100,0901.3630,304
37101,0901.4952,487
37102,0901.2602,171
37103,0901.3430,456
37104,0901.0640,206
37105,0901.1168,289
37106,0901.1359,698
37107,0901.3698,371
37108,0901.4160,188
37109,0901.4336,344
37110,0901.4548,142
37111,0901.1309,635
37112,0901.1998,817
37113,0901.4882,852
37114,0901.4032,679
37115,0901.3183,408
37116,0901.0569,160
37117,0901.2229,304
37118,0901.0558,376
37119,0901.4296,195
37120,0901.1030,810
37121,0901.2350,135
37122,0901.3597,1186
37123,0901.3775,354
37124,0901.4604,323
37125,0901.0498,362
37126,0901.2739,587
37127,0901.3164,1138
37128,0901.4948,180
